label,count,cluster_id,anchor_key,anchor_display,anchor_category,value_type,reason,normalized
Điều đơn yêu cầu hủy tiền,1,1385,IEU_ON_YEU_CAU_HUY_TIEN,Điều đơn yêu cầu hủy tiền,other,TEXT,cluster->new_anchor,đieu đon yeu cau huy tien
Điều Pass-Time,1,1335,IEU_PASS_TIME,Điều Pass-Time,other,TEXT,cluster->new_anchor,đieu pass time
Điều sinh nhật,2,568,IEU_SINH_NHAT,Điều sinh nhật,other,TEXT,cluster->new_anchor,đieu sinh nhat
Điều Số thẻ tín dụng,1,1336,IEU_SO_THE_TIN_DUNG,Điều Số thẻ tín dụng,other,NUMBER,cluster->new_anchor,đieu cardnumber tin dung
Điều Tài chính,1,1337,IEU_TAI_CHINH,Điều Tài chính,other,TEXT,cluster->new_anchor,đieu tai chinh
Điều tài liệu nhận dạng,1,1378,IEU_TAI_LIEU_NHAN_DANG,Điều tài liệu nhận dạng,other,TEXT,cluster->new_anchor,đieu tai lieu nhan dang
Điều tài sản,2,570,IEU_TAI_SAN,Điều tài sản,other,TEXT,cluster->new_anchor,đieu tai san
Điều Tài sản,1,570,IEU_TAI_SAN,Điều tài sản,other,TEXT,cluster->new_anchor,đieu tai san
Điều tài sản chứng minh,1,1379,IEU_TAI_SAN_CHUNG_MINH,Điều tài sản chứng minh,other,TEXT,cluster->new_anchor,đieu tai san chung minh
Điều tham chiếu vay,1,1371,IEU_THAM_CHIEU_VAY,Điều tham chiếu vay,other,TEXT,cluster->new_anchor,đieu tham chieu vay
Điều thời gian,1,1373,IEU_THOI_GIAN,Điều thời gian,other,TEXT,cluster->new_anchor,đieu thoi gian
Điều thuê,4,313,IEU_THUE,Điều thuê,other,TEXT,cluster->new_anchor,đieu thue
Điều tiền gửi,11,135,IEU_TIEN_GUI,Điều tiền gửi,other,TEXT,cluster->new_anchor,đieu tien gui
Điều tiền,7,135,IEU_TIEN_GUI,Điều tiền gửi,other,TEXT,cluster->new_anchor,đieu tien
Điều tiền mặt,1,1374,IEU_TIEN_MAT,Điều tiền mặt,other,TEXT,cluster->new_anchor,đieu tien lost
Điều URL của bạn,4,310,IEU_URL_CUA_BAN,Điều URL của bạn,other,URL,cluster->new_anchor,đieu url cua ban
Ban Website URL,2,310,IEU_URL_CUA_BAN,Điều URL của bạn,other,URL,cluster->new_anchor,ban url url
Điều URL của Người dùng,1,310,IEU_URL_CUA_BAN,Điều URL của bạn,other,URL,cluster->new_anchor,đieu url cua nguoi dung
Điều User,1,1343,IEU_USER,Điều User,other,TEXT,cluster->new_anchor,đieu user
Điều web của bạn,1,1380,IEU_WEB_CUA_BAN,Điều web của bạn,other,TEXT,cluster->new_anchor,đieu web cua ban
Điều web của công ty,1,1381,IEU_WEB_CUA_CONG_TY,Điều web của công ty,other,TEXT,cluster->new_anchor,đieu web cua cong ty
Điều xác thực sinh học,1,1382,IEU_XAC_THUC_SINH_HOC,Điều xác thực sinh học,other,TEXT,cluster->new_anchor,đieu kyc sinh hoc
Invoices,1,932,INVOICES,Invoices,other,TEXT,cluster->new_anchor,invoices
Landlord's Name,1,935,LANDLORD_S_NAME,Landlord's Name,other,TEXT,cluster->new_anchor,landlord s name
Lan Lẻ,1,933,LAN_LE,Lan Lẻ,other,TEXT,cluster->new_anchor,lan le
Lan lẻ,1,933,LAN_LE,Lan Lẻ,other,TEXT,cluster->new_anchor,lan le
Last Month,1,936,LAST_MONTH,Last Month,other,TEXT,cluster->new_anchor,last month
Last Name,2,484,LAST_NAME,Last Name,other,TEXT,cluster->new_anchor,last name
Lender Directions,1,937,LENDER_DIRECTIONS,Lender Directions,other,TEXT,cluster->new_anchor,lender directions
Lender's Phone Number,1,938,LENDER_S_PHONE_NUMBER,Lender's Phone Number,other,PHONE,cluster->new_anchor,lender s phone number
Lender's Website URL,1,939,LENDER_S_WEBSITE_URL,Lender's Website URL,other,URL,cluster->new_anchor,lender s url url
LendingPlatform.com,1,940,LENDINGPLATFORM_COM,LendingPlatform.com,other,TEXT,cluster->new_anchor,lendingplatform.com
Lending Platforms,2,485,LENDING_PLATFORMS,Lending Platforms,other,TEXT,cluster->new_anchor,lending platforms
lênh số tham khảo,2,559,LENH_SO_THAM_KHAO,lênh số tham khảo,other,TEXT,cluster->new_anchor,lenh so tham khao
Tín số tham khảo,1,559,LENH_SO_THAM_KHAO,lênh số tham khảo,other,TEXT,cluster->new_anchor,tin so tham khao
Liên hệ với bộ phận tiền ủng hộ của chúng tôi,1,942,LIEN_HE_VOI_BO_PHAN_TIEN_UNG_HO_CUA_CHUNG_TOI,Liên hệ với bộ phận tiền ủng hộ của chúng tôi,other,TEXT,cluster->new_anchor,lien he voi bo phan tien ung ho cua chung toi
Liên hệ với chúng tôi,1,943,LIEN_HE_VOI_CHUNG_TOI,Liên hệ với chúng tôi,other,TEXT,cluster->new_anchor,lien he voi chung toi
Liên hệ với ngân hàng của bạn,1,944,LIEN_HE_VOI_NGAN_HANG_CUA_BAN,Liên hệ với ngân hàng của bạn,other,TEXT,cluster->new_anchor,lien he voi ngan hang cua ban
Live Chat,134,24,LIVE_CHAT,Live Chat,other,TEXT,cluster->new_anchor,livechat
LoanCompany.com,1,980,LOANCOMPANY_COM,LoanCompany.com,other,TEXT,cluster->new_anchor,loancompany.com
LoanWebsite.com,1,981,LOANWEBSITE_COM,LoanWebsite.com,other,TEXT,cluster->new_anchor,loanwebsite.com
Local Branches,1,982,LOCAL_BRANCHES,Local Branches,other,TEXT,cluster->new_anchor,local branches
Location,2,497,LOCATION,Location,other,TEXT,cluster->new_anchor,location
Locations,1,983,LOCATIONS,Locations,other,TEXT,cluster->new_anchor,locations
Lock/Block,1,984,LOCK_BLOCK,Lock/Block,other,TEXT,cluster->new_anchor,lock block
Login,10,141,LOGIN,Login,other,TEXT,cluster->new_anchor,login
Login Credentials,1,985,LOGIN_CREDENTIALS,Login Credentials,other,TEXT,cluster->new_anchor,login credentials
Login Page,9,157,LOGIN_PAGE,Login Page,other,TEXT,cluster->new_anchor,login page
Manage Accounts,1,991,MANAGE_ACCOUNTS,Manage Accounts,other,TEXT,cluster->new_anchor,manage accounts
Manage My Accounts,1,991,MANAGE_ACCOUNTS,Manage Accounts,other,TEXT,cluster->new_anchor,manage my accounts
Manage Cards,16,107,MANAGE_CARDS,Manage Cards,other,TEXT,cluster->new_anchor,manage cards
Cards Manage,3,107,MANAGE_CARDS,Manage Cards,other,TEXT,cluster->new_anchor,cards manage
Manage Your Cards,1,107,MANAGE_CARDS,Manage Cards,other,TEXT,cluster->new_anchor,manage your cards
Manage Payments,1,994,MANAGE_PAYMENTS,Manage Payments,other,TEXT,cluster->new_anchor,manage payments
Manage Transfers,1,995,MANAGE_TRANSFERS,Manage Transfers,other,TEXT,cluster->new_anchor,manage transfers
Maps,1,998,MAPS,Maps,other,TEXT,cluster->new_anchor,maps
Maps App,1,999,MAPS_APP,Maps App,other,TEXT,cluster->new_anchor,maps app
Maps Website,1,1000,MAPS_WEBSITE,Maps Website,other,URL,cluster->new_anchor,maps url
Maps Website URL,1,1000,MAPS_WEBSITE,Maps Website,other,URL,cluster->new_anchor,maps url url
Map App,1,996,MAP_APP,Map App,other,TEXT,cluster->new_anchor,map app
Map Website,1,997,MAP_WEBSITE,Map Website,other,URL,cluster->new_anchor,map url
MATM,1,988,MATM,MATM,other,TEXT,cluster->new_anchor,matm
MAT Finder Website,1,987,MAT_FINDER_WEBSITE,MAT Finder Website,other,URL,cluster->new_anchor,lost finder url
Monthly Statements,1,1001,MONTHLY_STATEMENTS,Monthly Statements,other,TEXT,cluster->new_anchor,monthly statement
Mortgage,22,78,MORTGAGE,Mortgage,other,TEXT,cluster->new_anchor,mortgage
Mortgage Agreement,3,353,MORTGAGE_AGREEMENT,Mortgage Agreement,other,TEXT,cluster->new_anchor,mortgage agreement
Mortgage amount,1,1036,MORTGAGE_AMOUNT,Mortgage amount,other,TEXT,cluster->new_anchor,mortgage amount
Mortgage Application,1,1002,MORTGAGE_APPLICATION,Mortgage Application,other,TEXT,cluster->new_anchor,mortgage application
Mortgage Application Form,1,1002,MORTGAGE_APPLICATION,Mortgage Application,other,TEXT,cluster->new_anchor,mortgage application form
Mortgage Assistance Email Address,3,354,MORTGAGE_ASSISTANCE_EMAIL_ADDRESS,Mortgage Assistance Email Address,other,EMAIL,cluster->new_anchor,mortgage assistance email address
Mortgage Assistance Address Email,1,354,MORTGAGE_ASSISTANCE_EMAIL_ADDRESS,Mortgage Assistance Email Address,other,EMAIL,cluster->new_anchor,mortgage assistance address email
Mortgage Assistance Phone Number,7,194,MORTGAGE_ASSISTANCE_PHONE_NUMBER,Mortgage Assistance Phone Number,other,PHONE,cluster->new_anchor,mortgage assistance phone number
Mortgage Assistance Team,18,99,MORTGAGE_ASSISTANCE_TEAM,Mortgage Assistance Team,other,TEXT,cluster->new_anchor,mortgage assistance team
Mortgage Assistance Website URL,1,1003,MORTGAGE_ASSISTANCE_WEBSITE_URL,Mortgage Assistance Website URL,other,URL,cluster->new_anchor,mortgage assistance url url
Mortgage Assistance Work Hours,1,1004,MORTGAGE_ASSISTANCE_WORK_HOURS,Mortgage Assistance Work Hours,other,HOURS,cluster->new_anchor,mortgage assistance work hours
Mortgage Assistance Working Hours,1,1004,MORTGAGE_ASSISTANCE_WORK_HOURS,Mortgage Assistance Work Hours,other,HOURS,cluster->new_anchor,mortgage assistance hours
Mortgage Bank,1,1005,MORTGAGE_BANK,Mortgage Bank,other,TEXT,cluster->new_anchor,mortgage bank
Mortgage bộ phận giờ làm việc,1,1037,MORTGAGE_BO_PHAN_GIO_LAM_VIEC,Mortgage bộ phận giờ làm việc,other,HOURS,cluster->new_anchor,mortgage bo phan hours
Mortgage Cancellation Department,5,250,MORTGAGE_CANCELLATION_DEPARTMENT,Mortgage Cancellation Department,other,TEXT,cluster->new_anchor,mortgage cancellation department
Mortgage Cancellation,2,250,MORTGAGE_CANCELLATION_DEPARTMENT,Mortgage Cancellation Department,other,TEXT,cluster->new_anchor,mortgage cancellation
Cancellation Department,1,250,MORTGAGE_CANCELLATION_DEPARTMENT,Mortgage Cancellation Department,other,TEXT,cluster->new_anchor,cancellation department
Mortgage Cancellation Email Address,8,172,MORTGAGE_CANCELLATION_EMAIL_ADDRESS,Mortgage Cancellation Email Address,other,EMAIL,cluster->new_anchor,mortgage cancellation email address
Mortgage Cancellation Email,5,172,MORTGAGE_CANCELLATION_EMAIL_ADDRESS,Mortgage Cancellation Email Address,other,EMAIL,cluster->new_anchor,mortgage cancellation email
Mortgage Cancellation Điện thoại Số,1,1007,MORTGAGE_CANCELLATION_IEN_THOAI_SO,Mortgage Cancellation Điện thoại Số,other,TEXT,cluster->new_anchor,mortgage cancellation đien thoai so
Mortgage Cancellation Phone Number,18,100,MORTGAGE_CANCELLATION_PHONE_NUMBER,Mortgage Cancellation Phone Number,other,PHONE,cluster->new_anchor,mortgage cancellation phone number
Cancellation Phone Number,2,100,MORTGAGE_CANCELLATION_PHONE_NUMBER,Mortgage Cancellation Phone Number,other,PHONE,cluster->new_anchor,cancellation phone number
Mortgage Cancellation Working Hours,1,1006,MORTGAGE_CANCELLATION_WORKING_HOURS,Mortgage Cancellation Working Hours,other,HOURS,cluster->new_anchor,mortgage cancellation hours
Mortgage Cancellation Work Hours,2,498,MORTGAGE_CANCELLATION_WORK_HOURS,Mortgage Cancellation Work Hours,other,HOURS,cluster->new_anchor,mortgage cancellation work hours
Mortgage Cancellation Department Work Hours,1,498,MORTGAGE_CANCELLATION_WORK_HOURS,Mortgage Cancellation Work Hours,other,HOURS,cluster->new_anchor,mortgage cancellation department work hours
Mortgage Department Work Hours,1,498,MORTGAGE_CANCELLATION_WORK_HOURS,Mortgage Cancellation Work Hours,other,HOURS,cluster->new_anchor,mortgage department work hours
Mortgage Contact Number,1,1009,MORTGAGE_CONTACT_NUMBER,Mortgage Contact Number,other,TEXT,cluster->new_anchor,mortgage contact number
Mortgage Department Contact Number,1,1009,MORTGAGE_CONTACT_NUMBER,Mortgage Contact Number,other,TEXT,cluster->new_anchor,mortgage department contact number
Mortgage Dashboard,2,499,MORTGAGE_DASHBOARD,Mortgage Dashboard,other,TEXT,cluster->new_anchor,mortgage dashboard
Mortgage date,1,1038,MORTGAGE_DATE,Mortgage date,other,TEXT,cluster->new_anchor,mortgage date
Mortgage Department,21,86,MORTGAGE_DEPARTMENT,Mortgage Department,other,TEXT,cluster->new_anchor,mortgage department
Mortgage Assistance Department,5,86,MORTGAGE_DEPARTMENT,Mortgage Department,other,TEXT,cluster->new_anchor,mortgage assistance department
Mortgage Assistance,3,86,MORTGAGE_DEPARTMENT,Mortgage Department,other,TEXT,cluster->new_anchor,mortgage assistance
Mortgage Department Email Address,16,108,MORTGAGE_DEPARTMENT_EMAIL_ADDRESS,Mortgage Department Email Address,other,EMAIL,cluster->new_anchor,mortgage department email address
Mortgage Department Email,4,108,MORTGAGE_DEPARTMENT_EMAIL_ADDRESS,Mortgage Department Email Address,other,EMAIL,cluster->new_anchor,mortgage department email
Mortgage Email Address,1,108,MORTGAGE_DEPARTMENT_EMAIL_ADDRESS,Mortgage Department Email Address,other,EMAIL,cluster->new_anchor,mortgage email address
Mortgage Department Điện thoại Số,17,106,MORTGAGE_DEPARTMENT_IEN_THOAI_SO,Mortgage Department Điện thoại Số,other,TEXT,cluster->new_anchor,mortgage department đien thoai so
Mortgage Department Điện thoại số,5,106,MORTGAGE_DEPARTMENT_IEN_THOAI_SO,Mortgage Department Điện thoại Số,other,TEXT,cluster->new_anchor,mortgage department đien thoai so
Mortgage Điện thoại Số,2,106,MORTGAGE_DEPARTMENT_IEN_THOAI_SO,Mortgage Department Điện thoại Số,other,TEXT,cluster->new_anchor,mortgage đien thoai so
Mortgage Điện thoại số,1,106,MORTGAGE_DEPARTMENT_IEN_THOAI_SO,Mortgage Department Điện thoại Số,other,TEXT,cluster->new_anchor,mortgage đien thoai so
Mortgage Department Number,2,500,MORTGAGE_DEPARTMENT_NUMBER,Mortgage Department Number,other,TEXT,cluster->new_anchor,mortgage department number
Mortgage Department Phone Number,2,500,MORTGAGE_DEPARTMENT_NUMBER,Mortgage Department Number,other,PHONE,cluster->new_anchor,mortgage department phone number
Mortgage Helpline Number,2,501,MORTGAGE_HELPLINE_NUMBER,Mortgage Helpline Number,other,TEXT,cluster->new_anchor,mortgage helpline number
Mortgage Helpline,1,501,MORTGAGE_HELPLINE_NUMBER,Mortgage Helpline Number,other,TEXT,cluster->new_anchor,mortgage helpline
Mortgage Number,1,501,MORTGAGE_HELPLINE_NUMBER,Mortgage Helpline Number,other,TEXT,cluster->new_anchor,mortgage number
Mortgage History,8,173,MORTGAGE_HISTORY,Mortgage History,other,TEXT,cluster->new_anchor,mortgage history
Mortgage Hủy bỏ Bộ phận,1,1013,MORTGAGE_HUY_BO_BO_PHAN,Mortgage Hủy bỏ Bộ phận,other,TEXT,cluster->new_anchor,mortgage huy bo bo phan
Mortgage Hủy bỏ Email Address,1,1014,MORTGAGE_HUY_BO_EMAIL_ADDRESS,Mortgage Hủy bỏ Email Address,other,EMAIL,cluster->new_anchor,mortgage huy bo email address
Mortgage Hủy bỏ giờ làm việc,1,1015,MORTGAGE_HUY_BO_GIO_LAM_VIEC,Mortgage Hủy bỏ giờ làm việc,other,HOURS,cluster->new_anchor,mortgage huy bo hours
Mortgage Hủy bỏ địa chỉ email,1,1018,MORTGAGE_HUY_BO_IA_CHI_EMAIL,Mortgage Hủy bỏ địa chỉ email,other,EMAIL,cluster->new_anchor,mortgage huy bo đia chi email
Mortgage Hủy bỏ tiền đặt cọc số điện thoại,1,1017,MORTGAGE_HUY_BO_TIEN_AT_COC_SO_IEN_THOAI,Mortgage Hủy bỏ tiền đặt cọc số điện thoại,other,TEXT,cluster->new_anchor,mortgage huy bo tien đat coc so đien thoai
Mortgage Information,1,1019,MORTGAGE_INFORMATION,Mortgage Information,other,TEXT,cluster->new_anchor,mortgage information
Mortgage Lender,3,356,MORTGAGE_LENDER,Mortgage Lender,other,TEXT,cluster->new_anchor,mortgage lender
Mortgage Lender Website URL,2,356,MORTGAGE_LENDER,Mortgage Lender,other,URL,cluster->new_anchor,mortgage lender url url
Mortgage Website URL,1,356,MORTGAGE_LENDER,Mortgage Lender,other,URL,cluster->new_anchor,mortgage url url
Mortgage Lender Name,1,1020,MORTGAGE_LENDER_NAME,Mortgage Lender Name,other,TEXT,cluster->new_anchor,mortgage lender name
Mortgage Lender Phone Number,2,502,MORTGAGE_LENDER_PHONE_NUMBER,Mortgage Lender Phone Number,other,PHONE,cluster->new_anchor,mortgage lender phone number
Mortgage Nhà cung cấp số điện thoại,1,1022,MORTGAGE_NHA_CUNG_CAP_SO_IEN_THOAI,Mortgage Nhà cung cấp số điện thoại,other,TEXT,cluster->new_anchor,mortgage nha cung cap so đien thoai
Mortgage Pay,1,1023,MORTGAGE_PAY,Mortgage Pay,other,TEXT,cluster->new_anchor,mortgage pay
Mortgage Payment,10,142,MORTGAGE_PAYMENT,Mortgage Payment,other,TEXT,cluster->new_anchor,mortgage payment
Mortgage Payment Portal,2,142,MORTGAGE_PAYMENT,Mortgage Payment,other,TEXT,cluster->new_anchor,mortgage payment portal
Mortgage Payments,16,109,MORTGAGE_PAYMENTS,Mortgage Payments,other,TEXT,cluster->new_anchor,mortgage payments
View Mortgage Payments,7,109,MORTGAGE_PAYMENTS,Mortgage Payments,other,TEXT,cluster->new_anchor,view mortgage payments
View Payments,6,109,MORTGAGE_PAYMENTS,Mortgage Payments,other,TEXT,cluster->new_anchor,view payments
My Mortgage Payments,1,109,MORTGAGE_PAYMENTS,Mortgage Payments,other,TEXT,cluster->new_anchor,my mortgage payments
Mortgage Provider,26,68,MORTGAGE_PROVIDER,Mortgage Provider,other,TEXT,cluster->new_anchor,mortgage provider
Mortgage Provider Name,1,68,MORTGAGE_PROVIDER,Mortgage Provider,other,TEXT,cluster->new_anchor,mortgage provider name
Mortgage Providers,1,1027,MORTGAGE_PROVIDERS,Mortgage Providers,other,TEXT,cluster->new_anchor,mortgage providers
Mortgage Provider's,1,1026,MORTGAGE_PROVIDER_S,Mortgage Provider's,other,TEXT,cluster->new_anchor,mortgage provider s
Mortgage Provider Website,1,1025,MORTGAGE_PROVIDER_WEBSITE,Mortgage Provider Website,other,URL,cluster->new_anchor,mortgage provider url
Mortgage Refinancing Department,1,1028,MORTGAGE_REFINANCING_DEPARTMENT,Mortgage Refinancing Department,other,TEXT,cluster->new_anchor,mortgage refinancing department
Mortgage Refinancing Program,1,1029,MORTGAGE_REFINANCING_PROGRAM,Mortgage Refinancing Program,other,TEXT,cluster->new_anchor,mortgage refinancing program
Mortgage Services,6,217,MORTGAGE_SERVICES,Mortgage Services,other,TEXT,cluster->new_anchor,mortgage services
Mortgage Email Services,1,217,MORTGAGE_SERVICES,Mortgage Services,other,EMAIL,cluster->new_anchor,mortgage email services
Mortgage Services Phone Number,1,1030,MORTGAGE_SERVICES_PHONE_NUMBER,Mortgage Services Phone Number,other,PHONE,cluster->new_anchor,mortgage services phone number
Mortgage Services Team,1,1031,MORTGAGE_SERVICES_TEAM,Mortgage Services Team,other,TEXT,cluster->new_anchor,mortgage services team
Mortgage So sánh Trang web,1,1032,MORTGAGE_SO_SANH_TRANG_WEB,Mortgage So sánh Trang web,other,TEXT,cluster->new_anchor,mortgage so sanh trang web
Mortgage Specialist,2,503,MORTGAGE_SPECIALIST,Mortgage Specialist,other,TEXT,cluster->new_anchor,mortgage specialist
Mortgage Specialist Team,1,503,MORTGAGE_SPECIALIST,Mortgage Specialist,other,TEXT,cluster->new_anchor,mortgage specialist team
Mortgage Specialists,1,1033,MORTGAGE_SPECIALISTS,Mortgage Specialists,other,TEXT,cluster->new_anchor,mortgage specialists
Mortgage Thỏa thuận,1,1035,MORTGAGE_THOA_THUAN,Mortgage Thỏa thuận,other,TEXT,cluster->new_anchor,mortgage thoa thuan
mount,1,1317,MOUNT,mount,other,TEXT,cluster->new_anchor,mount
MyBank,1,1039,MYBANK,MyBank,other,TEXT,cluster->new_anchor,mybank
My Loans,12,124,MY_LOANS,My Loans,other,TEXT,cluster->new_anchor,my loans
Loans,1,124,MY_LOANS,My Loans,other,TEXT,cluster->new_anchor,loans
My Orders,3,359,MY_ORDERS,My Orders,other,TEXT,cluster->new_anchor,my orders
Name,706,6,NAME,Name,other,TEXT,cluster->new_anchor,name
name,6,6,NAME,Name,other,TEXT,cluster->new_anchor,name
Name của người nhận,1,6,NAME,Name,other,TEXT,cluster->new_anchor,name cua nguoi nhan
Name người dùng,1,6,NAME,Name,other,TEXT,cluster->new_anchor,name nguoi dung
NameBank,3,360,NAMEBANK,NameBank,other,TEXT,cluster->new_anchor,namebank
Name Ngân hàng,5,251,NAME_NGAN_HANG,Name Ngân hàng,other,TEXT,cluster->new_anchor,name ngan hang
Name ngân hàng,5,251,NAME_NGAN_HANG,Name Ngân hàng,other,TEXT,cluster->new_anchor,name ngan hang
Name User,1,1041,NAME_USER,Name User,other,TEXT,cluster->new_anchor,name user
Name user,1,1041,NAME_USER,Name User,other,TEXT,cluster->new_anchor,name user
Next,1,1048,NEXT,Next,other,TEXT,cluster->new_anchor,next
Ngân hàng Online Banking.,1,1054,NGAN_HANG_ONLINE_BANKING,Ngân hàng Online Banking.,other,TEXT,cluster->new_anchor,ngan hang online banking.
Ngày cuối 4 của SSN,1,1050,NGAY_CUOI_4_CUA_SSN,Ngày cuối 4 của SSN,other,TEXT,cluster->new_anchor,ngay cuoi 4 cua ssn
Ngay khoản ngân hàng,1,1049,NGAY_KHOAN_NGAN_HANG,Ngay khoản ngân hàng,other,TEXT,cluster->new_anchor,ngay khoan ngan hang
Ngày làm việc Ngân hàng,1,1051,NGAY_LAM_VIEC_NGAN_HANG,Ngày làm việc Ngân hàng,other,TEXT,cluster->new_anchor,ngay lam viec ngan hang
Ngày sinh,3,361,NGAY_SINH,Ngày sinh,other,TEXT,cluster->new_anchor,ngay sinh
Ngày Sinh nhật,1,361,NGAY_SINH,Ngày sinh,other,TEXT,cluster->new_anchor,ngay sinh nhat
Ngày sinh nhật,1,361,NGAY_SINH,Ngày sinh,other,TEXT,cluster->new_anchor,ngay sinh nhat
Tình sinh ngày,1,361,NGAY_SINH,Ngày sinh,other,TEXT,cluster->new_anchor,tinh sinh ngay
Người vay trực tuyến,1,1055,NGUOI_VAY_TRUC_TUYEN,Người vay trực tuyến,other,TEXT,cluster->new_anchor,nguoi vay truc tuyen
Người vay trực tuyến 1,1,1055,NGUOI_VAY_TRUC_TUYEN,Người vay trực tuyến,other,TEXT,cluster->new_anchor,nguoi vay truc tuyen 1
Người vay trực tuyến 2,1,1056,NGUOI_VAY_TRUC_TUYEN_2,Người vay trực tuyến 2,other,TEXT,cluster->new_anchor,nguoi vay truc tuyen 2
Nhạc Amount,1,1068,NHAC_AMOUNT,Nhạc Amount,other,TEXT,cluster->new_anchor,nhac amount
Nhạc Công ty,1,1069,NHAC_CONG_TY,Nhạc Công ty,other,TEXT,cluster->new_anchor,nhac cong ty
Nhạc giao dịch,1,1074,NHAC_GIAO_DICH,Nhạc giao dịch,other,TEXT,cluster->new_anchor,nhac transaction
Nhạc ID,1,1071,NHAC_ID,Nhạc ID,other,TEXT,cluster->new_anchor,nhac id
Nhạc điện thoại,1,1080,NHAC_IEN_THOAI,Nhạc điện thoại,other,TEXT,cluster->new_anchor,nhac đien thoai
Nhạc điện tử,1,1081,NHAC_IEN_TU,Nhạc điện tử,other,TEXT,cluster->new_anchor,nhac đien tu
Nhạc Liên minh tín dụng,1,1072,NHAC_LIEN_MINH_TIN_DUNG,Nhạc Liên minh tín dụng,other,TEXT,cluster->new_anchor,nhac lien minh tin dung
Nhạc máy chủ,136,23,NHAC_MAY_CHU,Nhạc máy chủ,other,TEXT,cluster->new_anchor,nhac may chu
Nhạc máy,9,23,NHAC_MAY_CHU,Nhạc máy chủ,other,TEXT,cluster->new_anchor,nhac may
Nhạc máy tính,12,126,NHAC_MAY_TINH,Nhạc máy tính,other,TEXT,cluster->new_anchor,nhac may tinh
Nhạc ngân hàng,55,39,NHAC_NGAN_HANG,Nhạc ngân hàng,other,TEXT,cluster->new_anchor,nhac ngan hang
Nhạc Ngân hàng,13,39,NHAC_NGAN_HANG,Nhạc ngân hàng,other,TEXT,cluster->new_anchor,nhac ngan hang
Tên ngân hàng,3,39,NHAC_NGAN_HANG,Nhạc ngân hàng,other,TEXT,cluster->new_anchor,ten ngan hang
Nhạc ngân hàng của bạn,2,39,NHAC_NGAN_HANG,Nhạc ngân hàng,other,TEXT,cluster->new_anchor,nhac ngan hang cua ban
Nhạc người dùng,74,34,NHAC_NGUOI_DUNG,Nhạc người dùng,other,TEXT,cluster->new_anchor,nhac nguoi dung
Nhạc Người dùng,38,34,NHAC_NGUOI_DUNG,Nhạc người dùng,other,TEXT,cluster->new_anchor,nhac nguoi dung
Nhạc nhân,5,34,NHAC_NGUOI_DUNG,Nhạc người dùng,other,TEXT,cluster->new_anchor,nhac nhan
Nhạc,4,34,NHAC_NGUOI_DUNG,Nhạc người dùng,other,TEXT,cluster->new_anchor,nhac
Nhạc người nhận,1,34,NHAC_NGUOI_DUNG,Nhạc người dùng,other,TEXT,cluster->new_anchor,nhac nguoi nhan
Nhạc đơn,1,1082,NHAC_ON,Nhạc đơn,other,TEXT,cluster->new_anchor,nhac đon
Nhạc đơn hàng,1,1082,NHAC_ON,Nhạc đơn,other,TEXT,cluster->new_anchor,nhac đon hang
Nhạc sĩ,2,506,NHAC_SI,Nhạc sĩ,other,TEXT,cluster->new_anchor,nhac si
Nhạc sử dụng,1,1077,NHAC_SU_DUNG,Nhạc sử dụng,other,TEXT,cluster->new_anchor,nhac su dung
Nhân viên,1,1065,NHAN_VIEN,Nhân viên,other,TEXT,cluster->new_anchor,nhan vien
Nhà công ty URL,1,1057,NHA_CONG_TY_URL,Nhà công ty URL,other,URL,cluster->new_anchor,nha cong ty url
Nhà của người gửi,1,1058,NHA_CUA_NGUOI_GUI,Nhà của người gửi,other,TEXT,cluster->new_anchor,nha cua nguoi gui
Nhà giao dịch,1,1059,NHA_GIAO_DICH,Nhà giao dịch,other,TEXT,cluster->new_anchor,nha transaction
Nhà địa điểm gần nhất của ngành,1,1063,NHA_IA_IEM_GAN_NHAT_CUA_NGANH,Nhà địa điểm gần nhất của ngành,other,TEXT,cluster->new_anchor,nha đia điem gan nhat cua nganh
Nhà định,1,1064,NHA_INH,Nhà định,other,TEXT,cluster->new_anchor,nha đinh
Nhà ngân hàng,1,1061,NHA_NGAN_HANG,Nhà ngân hàng,other,TEXT,cluster->new_anchor,nha ngan hang
Nhà người dùng,78,33,NHA_NGUOI_DUNG,Nhà người dùng,other,TEXT,cluster->new_anchor,nha nguoi dung
Nhà Người dùng,1,33,NHA_NGUOI_DUNG,Nhà người dùng,other,TEXT,cluster->new_anchor,nha nguoi dung
Nhà nhận,1,33,NHA_NGUOI_DUNG,Nhà người dùng,other,TEXT,cluster->new_anchor,nha nhan
Nhà người sử dụng,4,291,NHA_NGUOI_SU_DUNG,Nhà người sử dụng,other,TEXT,cluster->new_anchor,nha nguoi su dung
Nhà sử dụng,2,291,NHA_NGUOI_SU_DUNG,Nhà người sử dụng,other,TEXT,cluster->new_anchor,nha su dung
Nhà sử,1,291,NHA_NGUOI_SU_DUNG,Nhà người sử dụng,other,TEXT,cluster->new_anchor,nha su
Nhà sản phẩm,1,1062,NHA_SAN_PHAM,Nhà sản phẩm,other,TEXT,cluster->new_anchor,nha san pham
Nhình số trợ giúp khẩn cấp,1,1066,NHINH_SO_TRO_GIUP_KHAN_CAP,Nhình số trợ giúp khẩn cấp,other,TEXT,cluster->new_anchor,nhinh so tro giup khan cap
